DATE,TIMESTAMP,XLAT,XLONG,HGT,RAINC,RAINNC,T_500hPa,T_700hPa,T_850hPa,QVAPOR_500,QVAPOR_700,QVAPOR_850,QCLOUD_500,QCLOUD_700,QCLOUD_850,QRAIN_500,QRAIN_700,QRAIN_850,QICE_500,QICE_700,QICE_850,QSNOW_500,QSNOW_700,QSNOW_850,QGRAUP_500,QGRAUP_700,QGRAUP_850,PRECIPITACION,LLUVIA
2015-02-04[00:00:00],1423004416.00000000,41.83994675,-2.04870605,988.66204834,0.00000000,11.85458088,240.25273132,259.42794800,267.25802612,0.00034870,0.00058378,0.00168521,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00004233,0.00000000,0.00000000,0.00000697,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,5.31799984,1
2015-02-04[00:00:00],1423004416.00000000,41.83955002,-2.01248169,989.79852295,0.00000000,11.82934666,240.24328613,259.41683960,267.32238770,0.00034691,0.00057723,0.00166767,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00001583,0.00000000,0.00000000,0.00000319,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,5.22900009,1
2015-02-04[00:00:00],1423004416.00000000,41.83914566,-1.97628784,1020.83569336,0.00000000,12.68586540,240.31083679,259.34930420,267.22433472,0.00032946,0.00057456,0.00168951,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000084,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.82399988,1
2015-02-04[00:00:00],1423004416.00000000,41.83872986,-1.94006348,1005.71539307,0.00000000,12.26434708,240.39718628,258.99017334,267.00918579,0.00029781,0.00059953,0.00174283,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.99900007,1
2015-02-04[00:00:00],1423004416.00000000,41.83830261,-1.90383911,1025.30688477,0.00000000,11.94880962,240.45358276,258.56213379,266.66836548,0.00027208,0.00062540,0.00184504,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.74499989,1
2015-02-04[00:00:00],1423004416.00000000,41.83786392,-1.86764526,1035.28076172,0.00000000,12.14619350,240.50317383,258.38363647,266.46411133,0.00025356,0.00062900,0.00189021,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.61199999,1
2015-02-04[00:00:00],1423004416.00000000,41.83741760,-1.83142090,947.97851562,0.00000000,12.01529694,240.53062439,258.42623901,267.06463623,0.00024240,0.00062515,0.00168814,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.70400000,1
2015-02-04[00:00:00],1423004416.00000000,41.83695602,-1.79522705,842.07702637,0.00000000,10.32294464,240.51142883,258.72186279,267.62881470,0.00024452,0.00061078,0.00153155,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,5.63999987,1
2015-02-04[00:00:00],1423004416.00000000,41.83648682,-1.75900269,776.25219727,0.00000000,8.01719666,240.45034790,259.22381592,267.87869263,0.00026186,0.00053378,0.00146397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,5.23400021,1
2015-02-04[00:00:00],1423004416.00000000,41.83599854,-1.72280884,714.47625732,0.00000000,6.62201977,240.37767029,259.51071167,268.12741089,0.00030279,0.00049899,0.00139229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.98199987,1
2015-02-04[00:00:00],1423004416.00000000,41.83549881,-1.68658447,652.20495605,0.00000000,5.58950806,240.30451965,259.63589478,268.31335449,0.00034062,0.00049125,0.00133556,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.71700001,1
2015-02-04[00:00:00],1423004416.00000000,41.83499527,-1.65039062,631.29217529,0.00000000,5.03457212,240.28166199,259.78939819,268.47543335,0.00034537,0.00048074,0.00128542,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000884,0.00000000,0.00000000,0.00000075,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,5.12300014,1
2015-02-04[00:00:00],1423004416.00000000,41.83448029,-1.61416626,611.65954590,0.00000000,5.15678406,240.35791016,259.94564819,268.94869995,0.00034806,0.00046643,0.00117858,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00007180,0.00000000,0.00000000,0.00002427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.52600002,1
2015-02-04[00:00:00],1423004416.00000000,41.83394623,-1.57797241,543.82104492,0.00000000,5.41940928,240.37882996,259.84954834,269.53732300,0.00035017,0.00047268,0.00106421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011189,0.00000000,0.00000000,0.00004967,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,5.05000019,1
2015-02-04[00:00:00],1423004416.00000000,41.83340454,-1.54174805,466.88232422,0.00000000,5.15350676,240.36296082,259.65133667,269.87249756,0.00035108,0.00048621,0.00100036,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00008145,0.00000000,0.00000000,0.00004500,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,4.81799984,1
2015-02-04[00:00:00],1423004416.00000000,41.83285141,-1.50555420,412.60150146,0.00000000,4.78407621,240.35511780,259.57162476,270.06140137,0.00035179,0.00049025,0.00096056,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00002977,0.00000000,0.00000000,0.00002684,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.47900009,1
2015-02-04[00:00:00],1423004416.00000000,41.83228683,-1.46936035,375.52374268,0.00000000,4.33162737,240.35522461,259.66226196,270.21099854,0.00034883,0.00047889,0.00092886,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000751,0.00000000,0.00000000,0.00000975,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.53499985,1
2015-02-04[00:00:00],1423004416.00000000,41.83171463,-1.43313599,352.61035156,0.00000000,4.05460835,240.34921265,259.76004028,270.38769531,0.00034627,0.00046755,0.00089625,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00001230,0.00000000,0.00000000,0.00000262,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.93400002,1
2015-02-04[00:00:00],1423004416.00000000,41.83112335,-1.39694214,334.59545898,0.00000000,4.15807009,240.33845520,259.78088379,270.62820435,0.00034525,0.00046651,0.00085393,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00001587,0.00000000,0.00000000,0.00000130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.93700004,1
2015-02-04[00:00:00],1423004416.00000000,41.83052826,-1.36074829,307.73632812,0.00000000,4.52065802,240.33378601,259.82376099,270.81793213,0.00034804,0.00046407,0.00081947,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00001946,0.00000000,0.00000000,0.00000190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.92799997,1
2015-02-04[00:00:00],1423004416.00000000,41.82991409,-1.32452393,276.97692871,0.00000000,4.64591551,240.34826660,259.94879150,270.86404419,0.00035354,0.00045781,0.00080435,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00003202,0.00000000,0.00000000,0.00000392,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.77500010,1
2015-02-04[00:00:00],1423004416.00000000,41.82929230,-1.28833008,252.16392517,0.00000000,4.58567572,240.37870789,260.05914307,270.84564209,0.00035505,0.00044593,0.00080736,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00005669,0.00000000,0.00000000,0.00000579,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.93199992,1
2015-02-04[00:00:00],1423004416.00000000,41.82866287,-1.25213623,231.38201904,0.00000000,4.49858046,240.37739563,260.13708496,270.97021484,0.00035530,0.00042960,0.00079616,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00004830,0.00000000,0.00000000,0.00000370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.04899979,1
2015-02-04[00:00:00],1423004416.00000000,41.82801819,-1.21594238,217.75411987,0.00000000,4.38187790,240.32933044,260.30572510,271.11755371,0.00035349,0.00041671,0.00078159,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00004455,0.00000000,0.00000000,0.00000338,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.30800009,1
2015-02-04[00:00:00],1423004416.00000000,41.82736588,-1.17974854,244.94235229,0.00000000,4.41621161,240.24281311,260.63339233,271.29806519,0.00034955,0.00039714,0.00076151,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00008233,0.00000000,0.00000000,0.00001254,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.32700014,1
2015-02-04[00:00:00],1423004416.00000000,41.82669067,-1.14352417,310.48065186,0.00000000,4.57797909,240.24671936,260.88568115,271.63024902,0.00034915,0.00038970,0.00071765,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00005375,0.00000000,0.00000000,0.00000633,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.76799989,1
2015-02-04[00:00:00],1423004416.00000000,41.82600784,-1.10733032,353.30847168,0.00000000,4.69155884,240.33560181,260.79995728,272.01858521,0.00035198,0.00039241,0.00066817,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00007702,0.00000000,0.00000000,0.00002385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.52999997,1
2015-02-04[00:00:00],1423004416.00000000,41.82532883,-1.07113647,355.40264893,0.00000000,4.86921644,240.31454468,260.38760376,272.03744507,0.00035096,0.00040854,0.00067965,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00003951,0.00000000,0.00000000,0.00001472,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.44099998,1
2015-02-04[00:00:00],1423004416.00000000,41.82461548,-1.03494263,382.06030273,0.00000000,4.81034803,240.32580566,260.11010742,271.75213623,0.00032100,0.00042235,0.00074318,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.24499989,1
2015-02-04[00:00:00],1423004416.00000000,41.82389832,-0.99874878,435.56259155,0.00000000,4.71789646,240.37176514,260.04321289,271.61199951,0.00027301,0.00042178,0.00077849,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.95900011,1
2015-02-04[00:00:00],1423004416.00000000,41.82317734,-0.96255493,445.94873047,0.00000000,4.86913013,240.35783386,260.15896606,271.45034790,0.00032519,0.00041637,0.00080825,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000819,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.84699988,1
2015-02-04[00:00:00],1423004416.00000000,41.82244492,-0.92636108,412.96051025,0.00000000,4.89250088,240.42674255,260.29510498,271.26831055,0.00035417,0.00040999,0.00088959,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00008858,0.00000000,0.00000000,0.00005790,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.89299989,1
2015-02-04[00:00:00],1423004416.00000000,41.82169724,-0.89016724,370.22305298,0.00000000,4.52027416,240.39509583,260.34359741,271.19812012,0.00035366,0.00041712,0.00099158,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00004598,0.00000000,0.00000000,0.00001896,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.78699994,1
2015-02-04[00:00:00],1423004416.00000000,41.82092667,-0.85397339,341.69403076,0.00000000,4.07550669,240.49581909,260.31347656,271.29824829,0.00025950,0.00043125,0.00100488,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000044,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.75500011,1
2015-02-04[00:00:00],1423004416.00000000,41.82015610,-0.81777954,299.96252441,0.00000000,3.79719496,240.46421814,260.29638672,271.35772705,0.00030188,0.00044823,0.00100268,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000467,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.78999996,1
2015-02-04[00:00:00],1423004416.00000000,41.81937790,-0.78158569,271.74499512,0.00000000,3.52404428,240.46281433,260.30297852,271.44046021,0.00033740,0.00047793,0.00100200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000720,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.36999989,1
2015-02-04[00:00:00],1423004416.00000000,41.81858444,-0.74542236,306.89837646,0.00000000,3.48942447,240.47991943,260.32293701,271.40084839,0.00032920,0.00047155,0.00104228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000122,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.48799992,1
2015-02-04[00:00:00],1423004416.00000000,41.81777191,-0.70922852,349.37377930,0.00000000,3.57345748,240.45779419,260.37109375,271.30068970,0.00032878,0.00054124,0.00114468,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000498,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.77699995,1
2015-02-04[00:00:00],1423004416.00000000,41.81695938,-0.67303467,372.78222656,0.00000000,3.52178240,240.51190186,260.40786743,271.15835571,0.00029904,0.00051191,0.00127631,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.74000001,1
2015-02-04[00:00:00],1423004416.00000000,41.81612396,-0.63684082,394.76852417,0.00000000,3.49325633,240.56788635,260.38790894,271.05545044,0.00028935,0.00045504,0.00133032,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.90000010,1
2015-02-04[00:00:00],1423004416.00000000,41.81529236,-0.60064697,422.76550293,0.00000000,3.50278878,240.59698486,260.42160034,270.95779419,0.00029417,0.00039521,0.00127269,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.05499983,1
2015-02-04[00:00:00],1423004416.00000000,41.81443405,-0.56448364,482.48419189,0.00000000,3.57057333,240.53657532,260.42868042,270.89285278,0.00031190,0.00041208,0.00109253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000006,0.00000032,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.15500021,1
2015-02-04[00:00:00],1423004416.00000000,41.81357574,-0.52828979,559.37182617,0.00000000,3.66760945,240.51960754,260.32064819,270.70190430,0.00035496,0.00040973,0.00100803,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000013,0.00000000,0.00000006,0.00000336,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.36000013,1
2015-02-04[00:00:00],1423004416.00000000,41.81269836,-0.49209595,554.41217041,0.00000000,3.81060362,240.70202637,260.36114502,270.53063965,0.00036191,0.00039085,0.00102031,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00007051,0.00000000,0.00000007,0.00001432,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.48199987,1
2015-02-04[00:00:00],1423004416.00000000,41.81181335,-0.45593262,472.54711914,0.00000000,3.51244402,240.73544312,260.45764160,270.50088501,0.00036485,0.00037475,0.00097654,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00008177,0.00000000,0.00000005,0.00001534,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.50699997,1
2015-02-04[00:00:00],1423004416.00000000,41.81090927,-0.41973877,418.26376343,0.00000000,2.99603724,240.74032593,260.51568604,270.54794312,0.00036605,0.00037414,0.00095971,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009424,0.00000000,0.00000003,0.00001853,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.64100003,1
2015-02-04[00:00:00],1423004416.00000000,41.80999756,-0.38357544,391.10681152,0.00000000,2.65407586,240.73742676,260.51657104,270.58203125,0.00036636,0.00037903,0.00093424,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00011046,0.00000000,0.00000001,0.00002399,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.71799994,1
2015-02-04[00:00:00],1423004416.00000000,41.80908203,-0.34738159,360.89050293,0.00000000,2.57106185,240.74203491,260.48352051,270.58078003,0.00036711,0.00038606,0.00090267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00009762,0.00000000,0.00000000,0.00001746,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.88100004,1
2015-02-04[00:00:00],1423004416.00000000,41.80814743,-0.31121826,334.95495605,0.00000000,2.60999632,240.71090698,260.47045898,270.53497314,0.00036652,0.00039296,0.00089134,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00004988,0.00000000,0.00000000,0.00000755,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.90100002,1
2015-02-04[00:00:00],1423004416.00000000,41.80720139,-0.27502441,308.13281250,0.00000000,2.62052441,240.66558838,260.51608276,270.51928711,0.00035249,0.00040418,0.00087654,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000292,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.95799994,1
2015-02-04[00:00:00],1423004416.00000000,41.80625153,-0.23886108,284.77746582,0.00000000,2.61911249,240.66738892,260.49890137,270.60046387,0.00034079,0.00041136,0.00085890,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.95599985,1
2015-02-04[00:00:00],1423004416.00000000,41.80527878,-0.20269775,283.76293945,0.00000000,2.70112514,240.69877625,260.41442871,270.70816040,0.00036704,0.00043051,0.00084948,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00003286,0.00000000,0.00000000,0.00000706,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.87900019,1
2015-02-04[00:00:00],1423004416.00000000,41.80430222,-0.16650391,300.38922119,0.00000000,2.87583637,240.72120667,260.43020630,270.71350098,0.00036725,0.00047868,0.00086573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00005215,0.00000000,0.00000000,0.00000689,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.64499998,1
2015-02-04[00:00:00],1423004416.00000000,41.80331039,-0.13034058,318.95965576,0.00000000,3.00133204,240.71618652,260.51400757,270.63296509,0.00036682,0.00053475,0.00090140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00004046,0.00000000,0.00000001,0.00000444,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.21700001,1
2015-02-04[00:00:00],1423004416.00000000,41.80231857,-0.09417725,337.91040039,0.00000000,3.06416202,240.77513123,260.59652710,270.60131836,0.00036913,0.00059427,0.00092638,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00003995,0.00000000,0.00000001,0.00000567,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.94400001,1
2015-02-04[00:00:00],1423004416.00000000,41.80129623,-0.05798340,329.41729736,0.00000000,3.08462429,240.84613037,260.62408447,270.69000244,0.00037213,0.00069158,0.00093265,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00005124,0.00000000,0.00000001,0.00000969,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.86199999,1
2015-02-04[00:00:00],1423004416.00000000,41.80028152,-0.02182007,301.09088135,0.00000000,3.07488155,240.88867188,260.60275269,270.72747803,0.00037410,0.00080048,0.00095534,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00005205,0.00000000,0.00000001,0.00001206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.28699994,1
2015-02-04[00:00:00],1423004416.00000000,41.79924011,0.01434326,280.19342041,0.00000000,2.87400699,240.90443420,260.58245850,270.65621948,0.00037507,0.00087628,0.00099986,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00001623,0.00000000,0.00000003,0.00000801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.06200004,1
2015-02-04[00:00:00],1423004416.00000000,41.79819107,0.05050659,270.67169189,0.00000000,2.68560386,240.90698242,260.57962036,270.58358765,0.00036051,0.00090127,0.00104214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000069,0.00000000,0.00000004,0.00000245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.04200006,1
2015-02-04[00:00:00],1423004416.00000000,41.79712296,0.08666992,262.57797241,0.00000000,2.50380802,240.87733459,260.61776733,270.50088501,0.00037294,0.00090536,0.00107819,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000069,0.00000000,0.00000004,0.00000290,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.51799989,1
2015-02-04[00:00:00],1423004416.00000000,41.79605865,0.12283325,258.33074951,0.00000000,2.32085967,240.85658264,260.68368530,270.42675781,0.00037309,0.00091546,0.00110162,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00001692,0.00000000,0.00000003,0.00000339,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.40300012,1
2015-02-04[00:00:00],1423004416.00000000,41.79497147,0.15899658,256.28485107,0.00000000,2.18407512,240.84745789,260.69253540,270.38467407,0.00037267,0.00094954,0.00110521,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00002792,0.00000000,0.00000000,0.00000404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.65100002,1
2015-02-04[00:00:00],1423004416.00000000,41.79388428,0.19515991,256.65475464,0.00000000,0.00000000,240.86247253,260.64642334,270.36624146,0.00037350,0.00100180,0.00109765,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00003271,0.00000000,0.00000000,0.00000499,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,2.96199989,1
2015-02-04[00:00:00],1423004416.00000000,41.86871338,-2.22933960,1251.33483887,0.00000000,14.23259354,240.21505737,259.68432617,267.02896118,0.00034533,0.00055108,0.00189649,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00001517,0.00000000,0.00000000,0.00003137,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.63000011,1
2015-02-04[00:00:00],1423004416.00000000,41.86838150,-2.19311523,1239.76708984,0.00000000,15.44547176,240.29910278,259.06423950,266.68121338,0.00035138,0.00060391,0.00198255,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00002364,0.00000000,0.00000000,0.00001846,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.23299980,1
2015-02-04[00:00:00],1423004416.00000000,41.86802673,-2.15686035,1187.44702148,0.00000000,16.67274094,240.39218140,258.73742676,266.54864502,0.00033079,0.00064324,0.00204314,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000892,0.00000000,0.00000000,0.00000657,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.37700009,1
2015-02-04[00:00:00],1423004416.00000000,41.86766815,-2.12063599,1147.34521484,0.00000000,16.94187546,240.44451904,258.69729614,266.62020874,0.00031554,0.00065170,0.00200125,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000441,0.00000000,0.00000000,0.00000034,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.21099997,1
2015-02-04[00:00:00],1423004416.00000000,41.86730576,-2.08441162,1086.55346680,0.00000000,15.16828060,240.37959290,258.90676880,266.81060791,0.00031604,0.00062981,0.00185879,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000057,0.00000000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.59600019,1
2015-02-04[00:00:00],1423004416.00000000,41.86691666,-2.04818726,1003.07324219,0.00000000,12.76281738,240.23867798,259.16177368,267.10290527,0.00033378,0.00060544,0.00173385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000016,0.00000000,0.00000000,0.00000034,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.76700020,1
2015-02-04[00:00:00],1423004416.00000000,41.86652756,-2.01196289,999.22015381,0.00000000,12.78650379,240.18865967,259.35131836,267.28921509,0.00034649,0.00059250,0.00167989,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000347,0.00000000,0.00000000,0.00000048,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.73600006,1
2015-02-04[00:00:00],1423004416.00000000,41.86612701,-1.97573853,1035.39965820,0.00000000,13.09766197,240.20626831,259.38043213,267.12289429,0.00034728,0.00058433,0.00172406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00001122,0.00000000,0.00000000,0.00000034,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.31300020,1
2015-02-04[00:00:00],1423004416.00000000,41.86570740,-1.93948364,995.59436035,0.00000000,12.79689503,240.24487305,259.13320923,267.09039307,0.00033724,0.00059020,0.00171405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000010,0.00000000,0.00000000,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.62899995,1
2015-02-04[00:00:00],1423004416.00000000,41.86528778,-1.90325928,909.05871582,0.00000000,11.63388157,240.33343506,258.79809570,267.18264771,0.00030478,0.00062224,0.00167215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.69099998,1
