DATE,TIMESTAMP,XLAT,XLONG,HGT,RAINC,RAINNC,T_500hPa,T_700hPa,T_850hPa,QVAPOR_500,QVAPOR_700,QVAPOR_850,QCLOUD_500,QCLOUD_700,QCLOUD_850,QRAIN_500,QRAIN_700,QRAIN_850,QICE_500,QICE_700,QICE_850,QSNOW_500,QSNOW_700,QSNOW_850,QGRAUP_500,QGRAUP_700,QGRAUP_850,PRECIPITACION,LLUVIA
2015-02-04[00:00:00],1423004416.00000000,42.38656998,-0.79568481,887.59771729,0.00000000,5.78559637,239.48268127,260.81100464,270.03405762,0.00032026,0.00035174,0.00094995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00007357,0.00000000,0.00000000,0.00002761,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.39100003,1
2015-02-04[00:00:00],1423004416.00000000,42.38577652,-0.75915527,804.07147217,0.00000000,5.46495485,239.55969238,260.69754028,270.23291016,0.00032218,0.00035499,0.00093125,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00005639,0.00000000,0.00000000,0.00002090,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.39299989,1
2015-02-04[00:00:00],1423004416.00000000,42.38498688,-0.72265625,712.15692139,0.00000000,4.69673967,239.67089844,260.50042725,270.29299927,0.00032352,0.00036359,0.00092643,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00004251,0.00000000,0.00000000,0.00001352,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.41100001,1
2015-02-04[00:00:00],1423004416.00000000,42.38417053,-0.68612671,721.98913574,0.00000000,4.07375002,239.72737122,260.34402466,269.98574829,0.00032414,0.00037730,0.00097305,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00003138,0.00000000,0.00000000,0.00000777,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.23499990,1
2015-02-04[00:00:00],1423004416.00000000,42.38334274,-0.64962769,817.80975342,0.00000000,4.61409283,239.75503540,260.20315552,270.13238525,0.00032231,0.00039200,0.00098932,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00001885,0.00000000,0.00000000,0.00000416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.08799982,1
2015-02-04[00:00:00],1423004416.00000000,42.38250732,-0.61309814,859.46252441,0.00000000,4.54006958,239.79374695,260.16561890,270.31991577,0.00031898,0.00039502,0.00100491,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000896,0.00000000,0.00000000,0.00000223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.13400006,1
2015-02-04[00:00:00],1423004416.00000000,42.38164520,-0.57659912,853.73272705,0.00000000,4.21824694,239.83998108,260.18096924,270.36746216,0.00031692,0.00039313,0.00093691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000178,0.00000000,0.00000000,0.00000101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.75999999,1
2015-02-04[00:00:00],1423004416.00000000,42.38079834,-0.54006958,860.90570068,0.00000000,4.08625650,239.86465454,260.19790649,270.28021240,0.00031574,0.00039053,0.00088596,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000017,0.00000000,0.00000000,0.00000025,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.96199989,1
2015-02-04[00:00:00],1423004416.00000000,42.37992477,-0.50357056,825.75610352,0.00000000,3.99278975,239.85389709,260.21688843,270.04135132,0.00031658,0.00038633,0.00090578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.57200003,1
2015-02-04[00:00:00],1423004416.00000000,42.37903976,-0.46707153,817.99645996,0.00000000,4.05454731,239.83959961,260.21453857,269.89636230,0.00032062,0.00038311,0.00093283,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.80700016,1
2015-02-04[00:00:00],1423004416.00000000,42.37814331,-0.43054199,922.62762451,0.00000000,4.37312269,239.82490540,260.18261719,269.83706665,0.00032248,0.00038634,0.00092873,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000670,0.00000000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.39900017,1
2015-02-04[00:00:00],1423004416.00000000,42.37724304,-0.39404297,1000.53118896,0.00000000,4.73139286,239.80612183,260.19464111,269.65243530,0.00032594,0.00038943,0.00093527,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000862,0.00000000,0.00000000,0.00000017,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.78900003,1
2015-02-04[00:00:00],1423004416.00000000,42.37631607,-0.35754395,980.06915283,0.00000000,4.72081566,239.82540894,260.16693115,269.72171021,0.00032418,0.00039101,0.00093190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000736,0.00000000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.04600000,1
2015-02-04[00:00:00],1423004416.00000000,42.37538528,-0.32104492,959.59246826,0.00000000,4.86123800,239.89067078,260.06903076,269.89215088,0.00031821,0.00039365,0.00094316,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.17199993,1
2015-02-04[00:00:00],1423004416.00000000,42.37444687,-0.28451538,970.25396729,0.00000000,5.32404137,239.98815918,260.03259277,270.02737427,0.00030518,0.00039346,0.00091559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.20599985,1
2015-02-04[00:00:00],1423004416.00000000,42.37350082,-0.24801636,1009.15814209,0.00000000,5.76237154,240.04516602,260.16220093,269.70648193,0.00029716,0.00038531,0.00093703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.95000005,1
2015-02-04[00:00:00],1423004416.00000000,42.37252808,-0.21151733,1100.22070312,0.00000000,6.26885748,240.00288391,260.35540771,269.52249146,0.00030258,0.00037397,0.00097120,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.21399999,1
2015-02-04[00:00:00],1423004416.00000000,42.37155151,-0.17501831,1184.23425293,0.00000000,7.04602480,239.93278503,260.49966431,269.37963867,0.00030897,0.00036486,0.00100412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000139,0.00000000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.46399999,1
2015-02-04[00:00:00],1423004416.00000000,42.37057495,-0.13851929,1168.60815430,0.00000000,7.21118355,239.91548157,260.45739746,269.82116699,0.00030418,0.00036513,0.00095246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000550,0.00000000,0.00000000,0.00000016,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.03399992,1
2015-02-04[00:00:00],1423004416.00000000,42.36957932,-0.10202026,1140.62097168,0.00000000,6.83569193,239.89595032,260.37274170,269.88391113,0.00030037,0.00037250,0.00094104,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000708,0.00000000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.03699994,1
2015-02-04[00:00:00],1423004416.00000000,42.36856079,-0.06552124,1130.75073242,0.00000000,6.37522936,239.87783813,260.30673218,269.85064697,0.00029769,0.00038526,0.00095270,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000865,0.00000000,0.00000000,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.90300000,1
2015-02-04[00:00:00],1423004416.00000000,42.36753845,-0.02902222,1093.77526855,0.00000000,5.86151218,239.90937805,260.31796265,269.81909180,0.00030049,0.00038807,0.00096576,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000820,0.00000000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.83399999,1
2015-02-04[00:00:00],1423004416.00000000,42.36650085,0.00744629,1004.49011230,0.00000000,5.26943159,239.99578857,260.31710815,269.90023804,0.00030531,0.00038754,0.00095660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000647,0.00000000,0.00000000,0.00000052,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.80299997,1
2015-02-04[00:00:00],1423004416.00000000,42.36545563,0.04394531,877.60229492,0.00000000,4.47873640,240.05081177,260.34652710,269.99682617,0.00031200,0.00038247,0.00092200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00001157,0.00000000,0.00000000,0.00000163,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.55200005,1
2015-02-04[00:00:00],1423004416.00000000,42.36439896,0.08044434,793.37805176,0.00000000,4.02083635,240.06620789,260.46371460,270.39132690,0.00031697,0.00037206,0.00087113,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00001624,0.00000000,0.00000000,0.00000211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.65700006,1
2015-02-04[00:00:00],1423004416.00000000,42.36332321,0.11694336,728.77844238,0.00000000,3.86402035,240.05569458,260.47879028,270.57608032,0.00032127,0.00037169,0.00085633,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000408,0.00000000,0.00000000,0.00000105,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.15999985,1
2015-02-04[00:00:00],1423004416.00000000,42.36225128,0.15344238,692.84826660,0.00000000,3.63500166,240.00160217,260.49096680,270.52679443,0.00032160,0.00037169,0.00087257,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000054,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.60799980,1
2015-02-04[00:00:00],1423004416.00000000,42.36116409,0.18991089,683.07147217,0.00000000,3.61107206,239.96359253,260.48959351,270.58471680,0.00032106,0.00037096,0.00087646,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000051,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.23299980,1
2015-02-04[00:00:00],1423004416.00000000,42.36005783,0.22640991,700.04602051,0.00000000,0.00000000,239.95773315,260.47238159,270.73135376,0.00031965,0.00036980,0.00086953,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000359,0.00000000,0.00000000,0.00000107,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.11499977,1
2015-02-04[00:00:00],1423004416.00000000,42.43985748,-3.46310425,930.39978027,0.00000000,23.55403137,239.59379578,258.67959595,267.15087891,0.00015517,0.00099595,0.00251513,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.74000001,1
2015-02-04[00:00:00],1423004416.00000000,42.43991852,-3.42654419,903.24877930,0.00000000,21.16178322,239.53074646,258.72467041,267.20199585,0.00021235,0.00097803,0.00249871,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.36600018,1
2015-02-04[00:00:00],1423004416.00000000,42.43996429,-3.38998413,919.13208008,0.00000000,19.56660271,239.47122192,258.65005493,267.21179199,0.00025751,0.00097405,0.00247617,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.65299988,1
2015-02-04[00:00:00],1423004416.00000000,42.43999481,-3.35342407,908.68432617,0.00000000,19.05053329,239.44187927,258.54327393,267.18228149,0.00026566,0.00097991,0.00245663,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.66599989,1
2015-02-04[00:00:00],1423004416.00000000,42.44002533,-3.31686401,907.03448486,0.00000000,19.14809227,239.45782471,258.45703125,267.10403442,0.00024929,0.00098789,0.00243941,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.69999981,1
2015-02-04[00:00:00],1423004416.00000000,42.44004059,-3.28030396,913.84191895,0.00000000,19.17444992,239.52777100,258.32974243,266.92453003,0.00022345,0.00100517,0.00241733,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.75299978,1
2015-02-04[00:00:00],1423004416.00000000,42.44004059,-3.24374390,859.69921875,0.00000000,19.23056030,239.58534241,258.18991089,266.83660889,0.00021110,0.00103016,0.00239031,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.43100023,1
2015-02-04[00:00:00],1423004416.00000000,42.44002533,-3.20715332,794.23303223,0.00000000,19.75339317,239.57008362,258.04699707,266.84170532,0.00022138,0.00105688,0.00235114,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.24399996,1
2015-02-04[00:00:00],1423004416.00000000,42.44000626,-3.17059326,772.49548340,0.00000000,19.62825203,239.51596069,257.93630981,266.86788940,0.00023571,0.00108041,0.00230767,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.20100021,1
2015-02-04[00:00:00],1423004416.00000000,42.43996429,-3.13403320,773.32025146,0.00000000,18.34476471,239.47828674,257.96160889,266.87994385,0.00024211,0.00108590,0.00226347,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.23099995,1
2015-02-04[00:00:00],1423004416.00000000,42.43992615,-3.09747314,765.87548828,0.00000000,16.83810043,239.46223450,258.04406738,266.87466431,0.00024340,0.00108325,0.00222577,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.40100002,1
2015-02-04[00:00:00],1423004416.00000000,42.43986893,-3.06091309,752.61523438,0.00000000,15.38201523,239.47354126,258.06216431,266.88619995,0.00024423,0.00109075,0.00220156,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.37500000,1
2015-02-04[00:00:00],1423004416.00000000,42.43979263,-3.02435303,736.99389648,0.00000000,14.04706478,239.49649048,257.99475098,266.93624878,0.00024723,0.00110572,0.00218950,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.46099997,1
2015-02-04[00:00:00],1423004416.00000000,42.43971634,-2.98779297,691.42468262,0.00000000,12.26312637,239.48855591,257.91818237,267.01174927,0.00025330,0.00111278,0.00218439,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.23000002,1
2015-02-04[00:00:00],1423004416.00000000,42.43962479,-2.95123291,642.30407715,0.00000000,10.48219967,239.43312073,257.85748291,267.05612183,0.00026187,0.00110766,0.00218190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.34899998,1
2015-02-04[00:00:00],1423004416.00000000,42.43951797,-2.91464233,644.92156982,0.00000000,8.96388531,239.38560486,257.80303955,267.10903931,0.00026863,0.00109276,0.00218717,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.12200022,1
2015-02-04[00:00:00],1423004416.00000000,42.43939209,-2.87808228,657.54125977,0.00000000,7.59226751,239.37698364,257.76876831,267.14843750,0.00027051,0.00107409,0.00219134,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.94099998,1
2015-02-04[00:00:00],1423004416.00000000,42.43927002,-2.84152222,619.13372803,0.00000000,6.92869568,239.38061523,257.78860474,267.18063354,0.00027212,0.00105705,0.00218762,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.23699999,1
2015-02-04[00:00:00],1423004416.00000000,42.43912888,-2.80496216,569.10571289,0.00000000,7.38976622,239.35899353,257.82214355,267.18746948,0.00027719,0.00104482,0.00219576,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000004,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.96600008,1
2015-02-04[00:00:00],1423004416.00000000,42.43898010,-2.76840210,537.63958740,0.00000000,7.86124468,239.32489014,257.85000610,267.17517090,0.00028462,0.00103234,0.00217618,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.00099993,1
2015-02-04[00:00:00],1423004416.00000000,42.43882751,-2.73184204,504.45608521,0.00000000,7.57092476,239.32565308,257.87683105,267.13275146,0.00028878,0.00101876,0.00212757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.77500010,1
2015-02-04[00:00:00],1423004416.00000000,42.43864441,-2.69528198,507.85180664,0.00000000,7.09948969,239.34733582,257.88256836,267.11703491,0.00028336,0.00100897,0.00210134,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.83200002,1
2015-02-04[00:00:00],1423004416.00000000,42.43845749,-2.65872192,588.92224121,0.00000000,6.57280111,239.34875488,257.90423584,267.18063354,0.00028066,0.00100336,0.00206068,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000001,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.65000010,1
2015-02-04[00:00:00],1423004416.00000000,42.43825531,-2.62216187,622.53625488,0.00000000,6.61801672,239.34260559,257.92645264,267.34973145,0.00028195,0.00099512,0.00196156,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000036,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.90400004,1
2015-02-04[00:00:00],1423004416.00000000,42.43805313,-2.58560181,532.96600342,0.00000000,8.23844624,239.35620117,257.88739014,267.57052612,0.00027573,0.00098344,0.00184538,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000033,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.07700014,1
2015-02-04[00:00:00],1423004416.00000000,42.43783188,-2.54901123,474.38397217,0.00000000,8.82899570,239.37506104,257.86224365,267.68490601,0.00026333,0.00096876,0.00179004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.26399994,1
2015-02-04[00:00:00],1423004416.00000000,42.43759155,-2.51245117,474.56390381,0.00000000,7.91153097,239.39144897,257.87271118,267.65228271,0.00025424,0.00095343,0.00177465,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.24300003,1
2015-02-04[00:00:00],1423004416.00000000,42.43735504,-2.47589111,440.28192139,0.00000000,7.56203747,239.42953491,257.92282104,267.54141235,0.00024885,0.00093490,0.00177827,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.20400000,1
2015-02-04[00:00:00],1423004416.00000000,42.43709183,-2.43933105,412.91760254,0.00000000,7.02746964,239.45080566,257.98928833,267.48416138,0.00024993,0.00091829,0.00177962,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.19099998,1
2015-02-04[00:00:00],1423004416.00000000,42.43682861,-2.40277100,437.59875488,0.00000000,5.66096926,239.45903015,258.03265381,267.45104980,0.00025532,0.00090437,0.00178062,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.50199986,1
2015-02-04[00:00:00],1423004416.00000000,42.43654251,-2.36621094,447.76950073,0.00000000,4.57306051,239.47387695,258.06832886,267.45874023,0.00025803,0.00089013,0.00176385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.32700014,1
2015-02-04[00:00:00],1423004416.00000000,42.43625259,-2.32965088,421.37603760,0.00000000,4.49763489,239.49563599,258.13491821,267.49978638,0.00025232,0.00087285,0.00173706,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.25699997,1
2015-02-04[00:00:00],1423004416.00000000,42.43595123,-2.29309082,388.49108887,0.00000000,4.90752506,239.51712036,258.22128296,267.57382202,0.00024115,0.00085315,0.00170198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.20499992,1
2015-02-04[00:00:00],1423004416.00000000,42.43564987,-2.25653076,354.80889893,0.00000000,5.37085962,239.52046204,258.29946899,267.69097900,0.00023518,0.00083356,0.00165532,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.12099981,1
2015-02-04[00:00:00],1423004416.00000000,42.43531418,-2.21997070,346.06671143,0.00000000,5.68488741,239.50782776,258.37200928,267.86480713,0.00023877,0.00081230,0.00160146,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.94199991,1
2015-02-04[00:00:00],1423004416.00000000,42.43497467,-2.18341064,362.81134033,0.00000000,5.65965033,239.50233459,258.50817871,267.98715210,0.00024501,0.00078343,0.00157200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.76799989,1
2015-02-04[00:00:00],1423004416.00000000,42.43463135,-2.14688110,385.49670410,0.00000000,5.91609526,239.51780701,258.62875366,267.83898926,0.00024998,0.00075420,0.00160852,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.41100001,1
2015-02-04[00:00:00],1423004416.00000000,42.43426132,-2.11032104,384.73767090,0.00000000,6.59241295,239.57333374,258.63549805,267.52789307,0.00024500,0.00073222,0.00167342,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.41700006,1
2015-02-04[00:00:00],1423004416.00000000,42.43389511,-2.07376099,375.86676025,0.00000000,6.52993059,239.62712097,258.66128540,267.44085693,0.00023376,0.00070726,0.00167561,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.27699995,1
2015-02-04[00:00:00],1423004416.00000000,42.43351746,-2.03720093,384.98596191,0.00000000,5.30732250,239.62826538,258.80422974,267.56893921,0.00023151,0.00067323,0.00163080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.26799989,1
2015-02-04[00:00:00],1423004416.00000000,42.43312073,-2.00064087,372.42718506,0.00000000,4.25931978,239.57405090,258.96209717,267.70474243,0.00024173,0.00064116,0.00159678,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.42700005,1
2015-02-04[00:00:00],1423004416.00000000,42.43271255,-1.96408081,362.42306519,0.00000000,3.71918297,239.53880310,259.08529663,267.86758423,0.00025164,0.00061669,0.00155269,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.36100006,1
2015-02-04[00:00:00],1423004416.00000000,42.43228912,-1.92752075,391.40899658,0.00000000,3.48457265,239.55239868,259.14981079,267.99032593,0.00025460,0.00060182,0.00151053,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.29500008,1
2015-02-04[00:00:00],1423004416.00000000,42.43185806,-1.89096069,412.28060913,0.00000000,3.91335201,239.56507874,259.15344238,268.11538696,0.00025565,0.00059557,0.00147695,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3.26699996,1
